Instrument,800N8573
Date,2023/02/23
Time,12:47:14
Assay #,0001
Application,Geo
Method,Geo
Assay Duration (set),30s
Assay Duration (total actual),42.65s
Phase Count,3
Phases,"Phase 1(10s): 30.0kV, 40.0uA (Ti:25um/Al:300um)","Phase 2(10s): 50.0kV, 25.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(10s): 15.0kV, 32.5uA (No Filter)"
eV Channel Start,0.21256723999977112,0.10640470683574677,0.46022316813468933
eV per Channel,19.983224868774414,19.983224868774414,19.983224868774414
Detector Temperature,{'-27.5°C'}
Ambient Temperature,"{""51.33°C')""}"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
35350.53736010194,2,37,0
35370.52058497071,1,31,0
35390.50380983949,0,33,0
35410.48703470826,1,54,0
35430.470259577036,1,40,0
35450.45348444581,2,55,0
35470.436709314585,7,32,0
35490.41993418336,0,32,0
35510.40315905213,2,29,0
35530.38638392091,0,45,0
35550.36960878968,2,42,0
35570.35283365846,1,40,0
35590.33605852723,1,47,0
35610.319283396006,1,23,0
35630.30250826478,0,42,0
35650.285733133554,0,38,0
35670.26895800233,0,34,0
35690.2521828711,0,50,0
35710.23540773988,1,41,0
35730.21863260865,1,40,0
35750.20185747743,0,49,0
35770.1850823462,0,42,0
35790.168307214975,1,36,0
35810.15153208375,2,29,0
35830.134756952524,1,42,0
35850.1179818213,1,42,0
35870.10120669007,1,28,0
35890.08443155885,1,28,0
35910.06765642762,0,31,0
35930.050881296396,0,35,0
35950.03410616517,1,38,0
35970.017331033945,2,41,0
35990.00055590272,0,40,0
36009.983780771494,0,49,0
36029.96700564027,0,41,0
36049.95023050904,1,40,0
36069.93345537782,1,37,0
36089.91668024659,0,40,0
36109.899905115366,1,34,0
36129.88312998414,1,50,0
36149.866354852915,0,46,0
36169.84957972169,1,32,0
36189.832804590464,0,34,0
36209.81602945924,0,37,0
36229.79925432801,0,32,0
36249.78247919679,1,29,0
36269.76570406556,0,32,0
36289.748928934336,2,35,0
36309.73215380311,0,38,0
36329.715378671885,1,35,0
36349.69860354066,0,28,0
36369.68182840943,1,48,0
36389.66505327821,2,38,0
36409.64827814698,0,38,0
36429.63150301576,0,36,0
36449.61472788453,1,42,0
36469.597952753305,2,34,0
36489.58117762208,0,48,0
36509.564402490854,1,33,0
36529.54762735963,1,40,0
36549.5308522284,1,46,0
36569.51407709718,0,37,0
36589.49730196595,1,43,0
36609.480526834726,1,28,0
36629.4637517035,1,41,0
36649.446976572275,1,47,0
36669.43020144105,1,28,0
36689.413426309824,3,49,0
36709.3966511786,1,44,0
36729.37987604737,1,42,0
36749.36310091615,1,36,0
36769.34632578492,2,44,0
36789.329550653696,1,47,0
36809.31277552247,0,41,0
36829.296000391245,2,33,0
36849.27922526002,0,34,0
36869.262450128794,2,29,0
36889.24567499757,0,34,0
36909.22889986634,3,41,0
36929.21212473512,2,46,0
36949.19534960389,7,43,0
36969.178574472666,2,40,0
36989.16179934144,1,32,0
37009.145024210215,5,40,0
37029.12824907899,5,42,0
37049.11147394776,3,41,0
37069.09469881654,2,41,0
37089.07792368531,9,50,0
37109.06114855409,3,27,0
37129.04437342286,7,32,0
37149.027598291636,4,46,0
37169.01082316041,2,39,0
37188.994048029184,4,43,0
37208.97727289796,2,41,0
37228.96049776673,2,43,0
37248.94372263551,4,45,0
37268.92694750428,3,33,0
37288.91017237306,3,46,0
37308.89339724183,1,38,0
37328.876622110605,1,46,0
37348.85984697938,2,36,0
37368.843071848154,1,38,0
37388.82629671693,3,43,0
37408.8095215857,1,34,0
37428.79274645448,2,30,0
37448.77597132325,1,47,0
37468.759196192026,2,37,0
37488.7424210608,3,36,0
37508.725645929575,2,43,0
37528.70887079835,2,38,0
37548.692095667124,0,41,0
37568.6753205359,0,32,0
37588.65854540467,2,43,0
37608.64177027345,3,38,0
37628.62499514222,1,35,0
37648.608220010996,0,53,0
37668.59144487977,1,45,0
37688.574669748545,2,23,0
37708.55789461732,2,38,0
37728.54111948609,1,43,0
37748.52434435487,0,36,0
37768.50756922364,0,39,0
37788.49079409242,1,30,0
37808.47401896119,2,36,0
37828.457243829966,1,33,0
37848.44046869874,4,41,0
37868.423693567514,2,26,0
37888.40691843629,0,48,0
37908.39014330506,0,25,0
37928.37336817384,0,33,0
37948.35659304261,1,34,0
37968.33981791139,0,34,0
37988.32304278016,0,33,0
38008.306267648935,2,38,0
38028.28949251771,0,30,0
38048.272717386484,0,43,0
38068.25594225526,0,39,0
38088.23916712403,0,35,0
38108.22239199281,1,28,0
38128.20561686158,0,35,0
38148.188841730356,0,47,0
38168.17206659913,1,36,0
38188.155291467905,0,40,0
38208.13851633668,1,40,0
38228.121741205454,1,26,0
38248.10496607423,0,32,0
38268.088190943,3,39,0
38288.07141581178,0,30,0
38308.05464068055,1,34,0
38328.037865549326,0,36,0
38348.0210904181,1,33,0
38368.004315286875,0,39,0
38387.98754015565,0,32,0
38407.97076502442,0,43,0
38427.9539898932,1,34,0
38447.93721476197,0,33,0
38467.92043963075,0,47,0
38487.90366449952,0,42,0
38507.886889368296,0,28,0
38527.87011423707,0,33,0
38547.853339105844,0,27,0
38567.83656397462,1,31,0
38587.81978884339,0,42,0
38607.80301371217,0,30,0
38627.78623858094,1,27,0
38647.76946344972,0,38,0
38667.75268831849,1,42,0
38687.735913187265,3,44,0
38707.71913805604,0,29,0
38727.702362924814,0,28,0
38747.68558779359,1,34,0
38767.66881266236,1,42,0
38787.65203753114,2,36,0
38807.63526239991,0,36,0
38827.618487268686,0,28,0
38847.60171213746,2,38,0
38867.584937006235,1,29,0
38887.56816187501,1,32,0
38907.551386743784,2,37,0
38927.53461161256,0,40,0
38947.51783648133,2,31,0
38967.50106135011,1,34,0
38987.48428621888,0,31,0
39007.467511087656,1,28,0
39027.45073595643,0,35,0
39047.433960825205,1,27,0
39067.41718569398,1,34,0
39087.400410562754,1,36,0
39107.38363543153,1,30,0
39127.3668603003,1,32,0
39147.35008516908,3,28,0
39167.33331003785,0,28,0
39187.316534906626,0,35,0
39207.2997597754,2,29,0
39227.282984644175,0,25,0
39247.26620951295,0,38,0
39267.24943438172,0,31,0
39287.2326592505,2,36,0
39307.21588411927,0,27,0
39327.19910898805,1,27,0
39347.18233385682,1,32,0
39367.165558725595,2,24,0
39387.14878359437,0,26,0
39407.132008463144,1,28,0
39427.11523333192,0,27,0
39447.09845820069,2,35,0
39467.08168306947,1,24,0
39487.06490793824,5,24,0
39507.04813280702,1,33,0
39527.03135767579,0,33,0
39547.014582544565,1,46,0
39566.99780741334,2,24,0
39586.981032282114,0,36,0
39606.96425715089,0,25,0
39626.94748201966,0,31,0
39646.93070688844,0,30,0
39666.91393175721,1,34,0
39686.897156625986,2,28,0
39706.88038149476,1,29,0
39726.863606363535,1,24,0
39746.84683123231,0,29,0
39766.830056101084,2,28,0
39786.81328096986,0,30,0
39806.79650583863,1,44,0
39826.77973070741,0,27,0
39846.76295557618,1,29,0
39866.746180444956,1,34,0
39886.72940531373,3,34,0
39906.712630182505,1,32,0
39926.69585505128,0,26,0
39946.67907992005,0,23,0
39966.66230478883,0,30,0
39986.6455296576,0,29,0
40006.62875452638,0,37,0
40026.61197939515,2,39,0
40046.595204263926,1,23,0
40066.5784291327,0,23,0
40086.561654001474,0,24,0
40106.54487887025,1,22,0
40126.52810373902,1,20,0
40146.5113286078,1,33,0
40166.49455347657,0,26,0
40186.47777834535,0,23,0
40206.46100321412,1,32,0
40226.444228082895,0,34,0
40246.42745295167,1,26,0
40266.410677820444,1,27,0
40286.39390268922,1,35,0
40306.37712755799,3,26,0
40326.36035242677,0,30,0
40346.34357729554,3,25,0
40366.326802164316,3,26,0
40386.31002703309,0,27,0
40406.293251901865,0,29,0
40426.27647677064,1,25,0
40446.259701639414,1,28,0
40466.24292650819,0,29,0
40486.22615137696,2,24,0
40506.20937624574,0,26,0
40526.19260111451,0,23,0
40546.175825983286,0,30,0
40566.15905085206,1,26,0
40586.142275720835,1,37,0
40606.12550058961,0,27,0
40626.10872545838,0,32,0
40646.09195032716,1,19,0
40666.07517519593,1,23,0
40686.05840006471,0,30,0
40706.04162493348,1,29,0
40726.024849802256,0,28,0
40746.00807467103,1,23,0
40765.991299539804,0,19,0
40785.97452440858,0,24,0
40805.95774927735,2,29,0
40825.94097414613,0,28,0
40845.9241990149,0,20,0
40865.90742388368,0,25,0
40885.89064875245,0,27,0
40905.873873621225,1,18,0
